tradeid|currency|measure|amount|productid
7|CAD|DELTA|-3901,89|33
17|ZAR|DELTA|-2810,00|457
30|JPY|DELTA|17423,77|21
19|GBP|CURVATURE|16534,98|686
20|USD|DELTA|-3609,50|895
68|EUR|CURVATURE|-3048,72|813
47|USD|DELTA|17666,57|303
83|GBP|CURVATURE|17490,30|85
91|JPY|DELTA|-6442,38|376
8|GBP|DELTA|9564,61|772
72|JPY|DELTA|17043,73|515
28|ZAR|DELTA|-9310,13|934
91|JPY|DELTA|-6378,78|595
37|USD|DELTA|-4132,31|960
46|EUR|DELTA|18849,29|702
18|CHF|DELTA|4623,92|6
27|USD|DELTA|19731,89|498
73|CHF|DELTA|831,45|472
80|CAD|DELTA|4348,41|444
85|KOR|DELTA|-5851,70|482
94|GBP|DELTA|17700,27|807
3|CHF|DELTA|14892,08|965
74|JPY|DELTA|19624,11|668
43|GBP|DELTA|10745,38|905
39|CAD|DELTA|12240,78|618
49|KOR|DELTA|17232,51|941
51|CHF|DELTA|19010,41|236
46|EUR|CURVATURE|6407,79|289
21|JPY|DELTA|1640,11|381
62|USD|DELTA|-2273,17|575
37|GBP|CURVATURE|-3723,82|377
40|USD|CURVATURE|-6697,09|80
43|CHF|CURVATURE|388,72|941
33|CAD|DELTA|-553,15|153
83|GBP|DELTA|10143,97|554
67|EUR|DELTA|18905,30|530
94|USD|CURVATURE|5827,16|558
9|CAD|DELTA|1002,86|447
81|USD|DELTA|5835,26|662
47|EUR|DELTA|1001,06|22
21|CAD|DELTA|-3939,46|575
69|KOR|DELTA|-2448,66|341
77|CAD|CURVATURE|9128,70|817
21|EUR|DELTA|8872,42|66
85|EUR|DELTA|12282,75|495
68|JPY|DELTA|-8949,64|618
36|USD|CURVATURE|13900,40|111
7|JPY|DELTA|16062,60|22
52|CAD|DELTA|-771,53|737
73|CHF|DELTA|14279,01|127
17|EUR|DELTA|18284,82|846
41|CHF|DELTA|6400,42|50
30|ZAR|DELTA|-7265,39|279
59|KOR|DELTA|19260,13|437
87|ZAR|DELTA|18452,88|768
51|CHF|DELTA|18430,71|456
87|JPY|DELTA|3343,88|716
94|KOR|CURVATURE|19036,24|706
53|EUR|CURVATURE|12548,25|666
78|JPY|DELTA|4051,09|361
30|GBP|CURVATURE|19522,15|7
75|KOR|DELTA|2246,68|719
47|JPY|DELTA|555,57|610
49|KOR|DELTA|-5002,61|587
62|GBP|DELTA|13387,00|294
51|CAD|DELTA|-7360,62|954
71|KOR|DELTA|8794,04|736
28|CHF|DELTA|5849,21|768
67|CAD|DELTA|15859,03|785
29|JPY|CURVATURE|-9476,22|91
87|USD|DELTA|-9662,53|162
68|GBP|DELTA|14444,09|897
92|KOR|DELTA|6848,21|579
76|CHF|DELTA|-9767,96|579
24|EUR|CURVATURE|14956,54|130
61|ZAR|CURVATURE|9992,80|23
70|CAD|DELTA|9476,53|713
16|USD|DELTA|16903,59|778
44|GBP|DELTA|4161,68|920
99|CAD|DELTA|15780,44|283
7|ZAR|DELTA|15414,29|475
53|ZAR|DELTA|7343,79|667
40|USD|DELTA|8594,75|418
52|CHF|DELTA|-2883,16|286
7|CAD|DELTA|-8828,99|181
99|ZAR|DELTA|3330,25|328
24|ZAR|DELTA|6375,21|466
58|EUR|DELTA|16167,03|645
97|CHF|CURVATURE|2633,07|213
37|CHF|DELTA|11551,31|252
58|KOR|DELTA|12051,29|299
97|ZAR|DELTA|3446,56|583
98|USD|DELTA|17279,08|81
1|CAD|DELTA|2358,78|977
54|USD|DELTA|-3460,75|416
63|KOR|DELTA|11108,21|681
5|JPY|DELTA|329,86|687
87|KOR|DELTA|-297,11|752
44|CHF|DELTA|8853,51|218
67|ZAR|DELTA|5676,25|199
77|EUR|DELTA|2603,74|745
59|CHF|DELTA|6990,39|696
63|JPY|DELTA|538,15|603
46|USD|DELTA|17600,79|930
57|EUR|DELTA|14049,19|527
64|ZAR|DELTA|8167,17|411
79|USD|DELTA|-6495,04|522
40|KOR|DELTA|11909,38|192
27|USD|DELTA|7815,03|709
5|JPY|DELTA|10074,99|107
83|ZAR|DELTA|-8534,35|140
48|USD|DELTA|-1675,35|372
33|GBP|DELTA|-4704,74|123
51|ZAR|DELTA|11067,23|77
44|CAD|DELTA|4315,98|901
92|USD|DELTA|10496,11|466
87|USD|DELTA|2848,61|611
40|JPY|DELTA|11991,94|791
16|USD|DELTA|13686,72|243
15|USD|DELTA|12461,10|123
31|JPY|DELTA|5844,52|58
18|EUR|DELTA|8960,69|966
19|GBP|DELTA|-3578,52|142
64|CAD|DELTA|6104,05|51
16|USD|DELTA|15325,73|839
30|ZAR|DELTA|12819,91|713
98|KOR|DELTA|10973,61|984
81|JPY|DELTA|16225,08|46
42|CHF|DELTA|16903,84|662
32|CAD|DELTA|17927,07|250
87|KOR|DELTA|19634,72|465
16|USD|CURVATURE|19858,29|542
7|USD|DELTA|-9482,04|724
56|EUR|DELTA|2706,81|749
55|USD|DELTA|7114,29|347
20|EUR|DELTA|3696,91|308
77|KOR|DELTA|-6612,34|635
85|JPY|CURVATURE|6523,05|578
18|CAD|DELTA|3285,18|960
38|KOR|CURVATURE|-2113,49|858
56|JPY|CURVATURE|16880,15|393
74|CAD|CURVATURE|1650,74|560
41|EUR|DELTA|4891,97|232
87|GBP|DELTA|16039,79|199
86|JPY|DELTA|-8912,33|945
89|ZAR|DELTA|15566,84|929
37|KOR|DELTA|17689,23|898
2|CAD|DELTA|105,20|755
98|JPY|DELTA|18675,09|588
81|USD|DELTA|-2597,09|304
83|KOR|CURVATURE|-3166,02|319
88|CHF|DELTA|4688,80|749
74|KOR|DELTA|2008,30|473
56|USD|DELTA|13212,35|365
46|KOR|DELTA|-598,13|921
35|GBP|CURVATURE|-1417,04|757
35|KOR|CURVATURE|4713,32|50
83|KOR|DELTA|-2296,61|907
8|EUR|DELTA|8628,53|924
61|CHF|DELTA|-8402,67|968
99|KOR|DELTA|10641,63|91
72|ZAR|CURVATURE|5274,32|574
34|ZAR|DELTA|4898,08|412
75|EUR|DELTA|2316,67|445
78|EUR|DELTA|19731,38|295
24|CHF|DELTA|560,78|910
90|EUR|DELTA|13607,68|241
30|JPY|CURVATURE|17127,11|726
14|GBP|DELTA|11454,96|152
36|KOR|DELTA|-1734,85|317
77|EUR|DELTA|-5167,86|519
40|USD|DELTA|2756,65|277
38|CHF|DELTA|2432,17|856
11|CHF|DELTA|-6213,52|102
60|GBP|DELTA|14195,16|606
93|JPY|DELTA|3667,41|604
74|KOR|DELTA|15364,70|581
9|JPY|DELTA|-9895,48|127
51|EUR|CURVATURE|18523,39|650
6|ZAR|DELTA|-8083,41|347
39|ZAR|DELTA|1710,66|343
44|EUR|DELTA|12494,87|437
71|ZAR|DELTA|-6282,80|715
39|CHF|DELTA|569,73|253
35|GBP|DELTA|-9530,16|30
87|CHF|DELTA|-9037,37|886
75|JPY|DELTA|-4183,14|425
86|ZAR|DELTA|12404,34|792
54|KOR|DELTA|10088,45|872
51|EUR|DELTA|-9220,09|991
96|EUR|DELTA|19475,09|887
99|JPY|DELTA|-6516,40|59
4|CAD|CURVATURE|19818,49|811
38|KOR|DELTA|-5801,86|147
75|EUR|DELTA|10967,28|365
60|JPY|DELTA|-3790,73|737
82|ZAR|DELTA|880,71|736
64|CAD|CURVATURE|-8720,52|916
25|USD|DELTA|5477,66|805
7|KOR|DELTA|-1320,39|174
24|KOR|DELTA|6480,97|552
9|EUR|DELTA|4851,51|284
39|GBP|DELTA|694,78|845
81|ZAR|DELTA|-3417,53|981
10|EUR|DELTA|13118,79|354
98|CAD|CURVATURE|-6161,83|652
53|EUR|DELTA|732,33|374
88|CAD|DELTA|445,62|211
13|USD|DELTA|3702,85|792
21|USD|DELTA|654,92|884
79|CAD|CURVATURE|6060,75|69
68|EUR|DELTA|14845,38|832
28|USD|DELTA|15752,01|869
28|USD|DELTA|-8020,55|875
15|JPY|DELTA|16493,01|565
22|CAD|DELTA|17141,89|142
55|ZAR|DELTA|5411,40|972
30|CAD|DELTA|8019,60|950
59|KOR|CURVATURE|5312,44|90
73|CAD|DELTA|11463,02|782
4|CAD|DELTA|10152,10|963
60|CHF|CURVATURE|13398,38|930
80|KOR|DELTA|3363,35|437
45|CAD|DELTA|19001,38|223
57|CHF|CURVATURE|19848,80|519
74|EUR|DELTA|2961,45|792
22|ZAR|DELTA|2344,53|156
51|JPY|CURVATURE|8217,68|933
28|EUR|DELTA|-2556,36|703
49|USD|DELTA|18185,46|719
21|EUR|DELTA|-3346,19|674
84|KOR|DELTA|-1739,20|970
95|ZAR|DELTA|-3394,30|990
66|CHF|DELTA|14426,07|735
33|CAD|DELTA|2926,20|876
5|USD|CURVATURE|15819,00|362
75|ZAR|DELTA|14684,02|531
6|KOR|CURVATURE|-4007,09|303
31|ZAR|DELTA|5890,90|335
51|ZAR|DELTA|19708,69|516
14|KOR|DELTA|-5171,52|491
99|USD|DELTA|4973,84|979
39|ZAR|DELTA|-1657,75|6
61|KOR|CURVATURE|8786,39|837
58|KOR|DELTA|1416,35|714
3|KOR|DELTA|-9145,94|689
34|CHF|DELTA|11877,15|670
9|ZAR|DELTA|-2763,80|867
55|CAD|DELTA|-2126,42|792
70|GBP|DELTA|11286,39|255
88|CHF|DELTA|-6403,56|845
4|CHF|DELTA|-3060,28|582
69|CAD|CURVATURE|15618,63|832
69|USD|CURVATURE|-133,17|555
30|USD|DELTA|-7799,94|176
21|ZAR|DELTA|-523,34|887
35|GBP|DELTA|17182,50|903
33|CHF|CURVATURE|14454,98|108
69|JPY|DELTA|4825,77|544
84|CAD|CURVATURE|10334,25|989
19|ZAR|DELTA|5572,86|145
20|JPY|DELTA|-547,59|886
55|ZAR|DELTA|-6411,26|272
37|ZAR|DELTA|5119,82|49
98|CHF|DELTA|-4349,27|4
48|CAD|CURVATURE|7512,01|949
70|KOR|DELTA|18073,98|806
61|CHF|DELTA|1975,67|475
38|CAD|CURVATURE|1677,28|913
84|JPY|DELTA|399,87|772
63|CAD|DELTA|7016,39|235
66|GBP|DELTA|15986,74|245
97|GBP|DELTA|18264,25|990
83|USD|DELTA|15166,54|230
59|KOR|DELTA|-927,32|791
60|CHF|DELTA|10151,27|899
95|ZAR|CURVATURE|9725,33|21
15|CHF|DELTA|10407,69|855
42|CAD|DELTA|8947,25|310
42|EUR|DELTA|3451,17|231
98|JPY|DELTA|-4723,19|56
80|ZAR|DELTA|8204,62|330
34|EUR|DELTA|-8821,29|204
47|KOR|DELTA|-286,87|219
36|GBP|CURVATURE|4674,71|448
82|CAD|CURVATURE|333,25|149
37|CAD|DELTA|-373,61|115
88|ZAR|DELTA|11293,53|476
10|ZAR|DELTA|701,60|34
98|ZAR|DELTA|-7484,39|70
7|KOR|DELTA|16115,98|871
57|USD|CURVATURE|9149,21|307
55|KOR|DELTA|11430,01|471
14|ZAR|DELTA|7861,12|244
43|GBP|DELTA|-3189,22|749
44|KOR|DELTA|-4426,82|496
64|USD|CURVATURE|-3609,32|456
96|CHF|DELTA|-9794,81|909
99|EUR|CURVATURE|9670,35|302
19|JPY|DELTA|7778,46|117
58|JPY|DELTA|-3337,72|630
7|EUR|DELTA|9801,07|114
64|EUR|DELTA|10840,07|255
92|CHF|DELTA|9605,23|947
24|CAD|DELTA|19475,63|527
13|GBP|DELTA|-2243,89|240
90|CHF|DELTA|1985,96|6
69|CAD|DELTA|14905,65|600
83|EUR|CURVATURE|-6810,92|822
27|JPY|DELTA|11726,82|24
91|CAD|DELTA|4445,55|307
10|CAD|DELTA|-372,52|49
88|KOR|CURVATURE|-1557,21|476
59|ZAR|DELTA|13697,67|340
17|CHF|DELTA|9611,42|600
59|USD|DELTA|-9727,94|83
62|USD|DELTA|15938,37|98
98|CAD|DELTA|1166,44|274
17|EUR|DELTA|-1804,30|292
27|CAD|DELTA|14243,78|128
97|CAD|DELTA|-9383,35|1
30|EUR|DELTA|-4255,25|905
32|KOR|DELTA|13944,31|965
68|ZAR|DELTA|2637,83|990
60|CAD|DELTA|-3980,31|977
10|CAD|DELTA|18055,24|774
89|CAD|DELTA|9976,75|173
75|EUR|DELTA|18229,40|337
91|CAD|DELTA|-8675,28|742
5|JPY|CURVATURE|4867,39|225
85|GBP|DELTA|18222,44|964
9|ZAR|DELTA|-9167,98|132
37|KOR|DELTA|-3073,93|398
10|CAD|DELTA|3662,29|672
3|KOR|DELTA|4406,78|762
55|JPY|DELTA|8784,67|846
60|CAD|DELTA|2517,37|16
84|CHF|DELTA|-8748,15|387
44|GBP|DELTA|2710,33|511
70|GBP|DELTA|-893,82|941
86|ZAR|DELTA|-5609,84|589
77|ZAR|DELTA|-3298,71|542
39|EUR|DELTA|5581,62|328
44|USD|DELTA|-177,39|63
77|USD|CURVATURE|6116,01|242
90|CAD|DELTA|4614,11|134
96|ZAR|DELTA|-4770,75|984
35|KOR|CURVATURE|6127,51|371
66|USD|DELTA|8917,93|487
71|CHF|DELTA|-7163,12|861
23|KOR|DELTA|-5948,79|653
40|JPY|DELTA|17376,52|673
33|ZAR|DELTA|4863,23|800
34|CAD|CURVATURE|-1173,31|205
11|ZAR|DELTA|1679,40|291
72|CAD|DELTA|4447,47|349
32|KOR|CURVATURE|7523,42|508
4|KOR|DELTA|-8702,78|759
72|JPY|DELTA|-3575,34|954
8|JPY|DELTA|16713,56|568
77|GBP|DELTA|948,05|238
98|GBP|CURVATURE|-1680,21|308
18|GBP|DELTA|-1297,46|53
87|USD|DELTA|4781,76|991
21|JPY|DELTA|18688,01|757
89|KOR|DELTA|9803,93|295
33|CHF|DELTA|3502,59|306
68|ZAR|CURVATURE|-759,81|936
57|EUR|DELTA|180,00|67
36|ZAR|DELTA|-8782,37|65
55|GBP|DELTA|18133,61|726
89|JPY|DELTA|6937,70|978
53|ZAR|DELTA|12067,57|21
69|JPY|CURVATURE|6530,11|727
31|JPY|DELTA|-9664,91|451
48|CAD|DELTA|14785,43|100
16|JPY|CURVATURE|16985,25|591
42|CHF|DELTA|1671,02|549
98|EUR|DELTA|389,63|662
91|JPY|DELTA|16724,82|778
55|KOR|CURVATURE|1971,02|107
8|CAD|DELTA|15297,58|537
97|CHF|DELTA|19103,78|164
86|USD|DELTA|12347,79|860
66|EUR|DELTA|2998,44|472
57|KOR|DELTA|-8653,06|284
43|EUR|DELTA|1444,57|356
68|CHF|DELTA|15684,69|652
18|CAD|CURVATURE|1133,66|376
7|JPY|CURVATURE|-2275,88|177
39|USD|DELTA|-6773,55|538
59|CHF|DELTA|19891,96|449
65|USD|DELTA|19523,37|997
37|ZAR|DELTA|-2463,78|807
37|EUR|DELTA|-4461,68|440
31|ZAR|DELTA|7975,95|603
36|CHF|DELTA|-1191,27|545
93|EUR|DELTA|3531,84|786
53|CHF|DELTA|18582,59|864
76|CAD|DELTA|1281,14|336
68|GBP|DELTA|-8363,70|249
58|KOR|DELTA|-7159,78|165
68|CHF|DELTA|-6731,56|162
99|EUR|DELTA|6250,31|697
6|KOR|DELTA|-5299,31|89
79|CHF|DELTA|7727,36|380
26|GBP|DELTA|-4741,58|970
47|ZAR|DELTA|5930,82|482
16|EUR|DELTA|9205,02|633
71|GBP|DELTA|8897,37|959
49|EUR|DELTA|2213,01|383
67|CHF|DELTA|5855,73|442
65|USD|DELTA|7763,53|828
82|GBP|CURVATURE|864,95|214
46|CHF|DELTA|10709,67|189
39|ZAR|DELTA|4270,15|823
85|CHF|DELTA|17597,36|489
15|JPY|DELTA|-5889,38|799
70|GBP|DELTA|-5266,92|363
7|GBP|DELTA|4202,43|137
16|JPY|DELTA|16387,74|535
69|JPY|DELTA|16103,49|345
41|GBP|CURVATURE|-7259,23|335
55|CAD|DELTA|9596,73|35
33|KOR|DELTA|-1647,63|708
38|CHF|CURVATURE|-7163,39|277
99|JPY|DELTA|-4896,97|838
49|JPY|DELTA|9627,85|380
45|CHF|DELTA|3999,16|634
58|ZAR|CURVATURE|-5731,80|620
95|USD|DELTA|-1801,39|345
24|GBP|DELTA|14410,71|878
82|KOR|DELTA|7587,79|598
22|GBP|DELTA|10997,66|824
48|ZAR|DELTA|15617,49|188
39|CAD|DELTA|-8403,48|147
50|USD|DELTA|-8406,68|332
94|EUR|DELTA|-4371,98|561
27|GBP|CURVATURE|779,59|459
63|CAD|DELTA|-3185,72|694
42|CHF|CURVATURE|17417,06|431
70|USD|DELTA|-9422,63|82
47|CAD|DELTA|-1176,95|685
54|ZAR|CURVATURE|1570,55|131
32|JPY|DELTA|6228,65|767
82|CAD|DELTA|14599,66|913
27|ZAR|DELTA|-1151,80|112
63|GBP|DELTA|-9937,66|811
67|JPY|DELTA|-6850,43|395
25|CHF|DELTA|-7039,19|613
93|ZAR|DELTA|-9476,67|112
29|GBP|DELTA|11387,02|258
3|JPY|CURVATURE|2001,90|996
31|EUR|CURVATURE|11089,23|822
78|GBP|DELTA|11665,64|905
15|CHF|DELTA|5850,39|961
89|JPY|CURVATURE|16547,24|887
33|JPY|CURVATURE|8580,30|106
47|JPY|DELTA|-4294,21|259
27|CAD|DELTA|13477,82|557
32|USD|DELTA|-2470,54|909
62|USD|DELTA|-317,62|893
29|CAD|DELTA|19926,92|324
52|CHF|DELTA|-574,46|969
81|KOR|CURVATURE|2911,21|385
39|CHF|DELTA|17827,66|409
21|CAD|DELTA|-2961,28|73
63|EUR|DELTA|4768,30|817
21|GBP|DELTA|11457,64|401
74|GBP|DELTA|15393,86|610
55|GBP|DELTA|4004,88|74
16|GBP|DELTA|12106,53|286
32|CAD|DELTA|7271,86|320
26|EUR|DELTA|5693,82|25
60|ZAR|CURVATURE|-6913,14|482
48|EUR|CURVATURE|-6409,78|691
87|CHF|DELTA|15025,78|389
72|CHF|DELTA|-7812,51|859
78|GBP|DELTA|799,54|205
30|CHF|DELTA|4298,81|158
48|KOR|DELTA|-7544,40|687
91|GBP|DELTA|96,89|905
26|EUR|DELTA|10894,13|157
20|USD|DELTA|-3554,63|198
83|ZAR|DELTA|8205,25|498
94|EUR|CURVATURE|17977,43|547
87|KOR|CURVATURE|17591,25|395
63|CHF|DELTA|9590,52|486
9|KOR|DELTA|9302,11|332
40|EUR|DELTA|1359,40|696
25|EUR|DELTA|-4918,21|730
92|CHF|DELTA|-1044,58|764
5|EUR|DELTA|3438,04|502
7|CHF|CURVATURE|-2678,21|536
94|KOR|DELTA|8796,01|52
15|KOR|CURVATURE|18015,33|678
29|EUR|CURVATURE|6805,03|124
50|CHF|CURVATURE|7795,87|756
33|ZAR|CURVATURE|-6889,41|256
13|KOR|DELTA|12834,25|270
40|CAD|CURVATURE|8498,17|849
39|CAD|DELTA|10519,28|414
34|CHF|DELTA|9021,56|122
45|GBP|DELTA|-5931,87|41
35|KOR|DELTA|-2549,93|485
17|KOR|CURVATURE|19871,50|589
38|JPY|DELTA|13855,27|908
30|KOR|DELTA|8218,43|737
76|JPY|DELTA|17499,58|859
90|ZAR|DELTA|-4679,81|805
61|USD|DELTA|13322,43|757
39|ZAR|DELTA|-7440,60|507
24|USD|CURVATURE|-9476,54|963
89|EUR|DELTA|2892,94|542
70|EUR|DELTA|-5860,08|204
2|EUR|DELTA|18192,03|619
70|CAD|DELTA|-3426,25|422
24|CHF|DELTA|-5037,74|235
34|KOR|DELTA|13052,65|222
70|JPY|DELTA|12894,31|768
82|CHF|DELTA|13664,56|821
71|CHF|DELTA|5692,18|890
99|EUR|DELTA|15382,54|263
5|JPY|DELTA|-158,50|837
34|GBP|DELTA|8240,55|271
20|USD|DELTA|3742,73|769
68|USD|DELTA|3214,31|695
26|GBP|DELTA|19862,46|92
83|EUR|CURVATURE|10435,89|837
26|KOR|DELTA|10264,36|662
39|CAD|DELTA|19997,32|876
15|CHF|DELTA|3676,66|20
7|USD|DELTA|-4004,20|182
76|EUR|DELTA|8837,17|929
6|GBP|DELTA|-5299,35|863
68|EUR|DELTA|-3475,91|380
79|KOR|CURVATURE|9184,08|786
18|JPY|DELTA|-5179,52|824
59|CHF|DELTA|-5296,97|405
66|USD|DELTA|10753,74|593
6|KOR|DELTA|18138,93|661
63|GBP|DELTA|-5423,66|617
35|USD|DELTA|12331,92|439
81|GBP|DELTA|-7721,09|286
70|JPY|DELTA|5965,05|301
93|CAD|DELTA|10216,04|685
13|KOR|CURVATURE|5386,00|770
35|ZAR|DELTA|4336,34|667
78|KOR|DELTA|17364,19|966
66|EUR|DELTA|12891,81|28
47|CAD|DELTA|7082,51|6
17|EUR|DELTA|16703,23|411
99|USD|DELTA|1807,11|67
54|ZAR|DELTA|17216,39|643
29|CAD|DELTA|15666,09|66
72|USD|CURVATURE|10430,36|885
5|CAD|DELTA|-9861,17|532
87|ZAR|DELTA|11141,28|813
41|GBP|DELTA|8397,91|836
24|ZAR|CURVATURE|-2758,44|908
27|CAD|CURVATURE|12085,12|569
2|CHF|DELTA|19559,86|622
17|KOR|DELTA|-1185,90|553
99|JPY|DELTA|-971,32|660
14|ZAR|CURVATURE|17391,74|145
82|KOR|DELTA|16024,77|955
75|KOR|DELTA|9999,66|575
48|KOR|DELTA|-3661,52|32
67|ZAR|CURVATURE|-6720,58|836
49|CAD|DELTA|15279,55|825
99|USD|DELTA|-9830,96|66
43|ZAR|DELTA|-4598,31|486
13|CAD|DELTA|15535,90|442
49|GBP|DELTA|19802,24|107
50|ZAR|DELTA|-9922,93|928
21|JPY|CURVATURE|-8903,26|430
93|CAD|DELTA|-107,26|898
19|JPY|DELTA|16244,70|660
53|CAD|DELTA|4703,76|85
60|JPY|DELTA|8269,50|232
60|CHF|CURVATURE|4348,20|563
5|USD|DELTA|2523,93|384
72|JPY|DELTA|-5736,14|756
75|USD|DELTA|-3952,41|242
52|CAD|DELTA|-8201,31|910
89|GBP|DELTA|3382,65|953
30|GBP|DELTA|-8112,73|13
94|EUR|CURVATURE|19191,81|613
4|KOR|DELTA|15729,94|42
9|JPY|CURVATURE|-8515,85|845
30|GBP|DELTA|7298,31|219
71|GBP|DELTA|-2880,83|292
33|ZAR|DELTA|9795,20|145
42|JPY|DELTA|-7457,80|819
99|KOR|CURVATURE|7492,34|412
56|EUR|DELTA|15011,35|248
80|GBP|DELTA|4871,52|272
21|GBP|DELTA|6609,55|149
71|JPY|CURVATURE|6765,30|860
98|USD|CURVATURE|12389,01|935
87|CHF|DELTA|4636,28|319
34|CHF|DELTA|3459,49|788
25|CHF|DELTA|9496,63|222
15|JPY|DELTA|-7313,10|987
59|ZAR|CURVATURE|12844,75|124
9|CAD|DELTA|17992,71|119
72|CHF|DELTA|-181,25|784
97|CHF|DELTA|2706,47|353
4|USD|CURVATURE|-7684,24|963
95|CAD|DELTA|1787,16|68
51|ZAR|CURVATURE|12725,93|238
53|CAD|DELTA|-6648,30|444
49|USD|CURVATURE|-2853,79|544
32|ZAR|DELTA|19282,14|228
45|CHF|DELTA|1282,79|309
31|CHF|DELTA|-7228,81|353
63|GBP|DELTA|15876,15|776
22|JPY|CURVATURE|11647,78|39
93|CAD|DELTA|-5612,07|356
25|USD|DELTA|19933,30|885
23|USD|DELTA|14215,10|227
75|JPY|DELTA|-1860,49|208
11|ZAR|DELTA|9030,14|744
73|CHF|DELTA|-9246,67|965
45|GBP|DELTA|1516,26|187
16|CHF|DELTA|3672,64|364
41|GBP|DELTA|144,91|363
95|EUR|DELTA|170,78|929
25|GBP|DELTA|5448,97|676
10|USD|DELTA|12475,02|298
38|JPY|DELTA|10036,23|204
8|KOR|DELTA|-7958,32|406
58|KOR|DELTA|-5728,99|572
91|EUR|DELTA|10986,53|310
7|KOR|DELTA|7873,73|290
82|JPY|DELTA|-5634,81|708
51|EUR|DELTA|5740,92|260
91|USD|DELTA|18671,98|858
28|KOR|DELTA|-1992,68|565
64|GBP|CURVATURE|205,47|176
10|USD|CURVATURE|6036,76|848
61|USD|DELTA|3099,77|151
2|EUR|DELTA|13761,81|594
14|CHF|DELTA|14699,22|436
39|GBP|CURVATURE|11061,45|67
44|CHF|CURVATURE|5511,46|344
97|CHF|DELTA|-9018,79|4
14|EUR|DELTA|5755,87|385
40|ZAR|DELTA|6215,68|370
49|JPY|CURVATURE|15168,21|761
14|GBP|CURVATURE|2887,18|695
65|USD|DELTA|462,04|544
95|CAD|DELTA|9108,69|668
78|GBP|DELTA|5007,89|865
77|GBP|CURVATURE|14798,93|722
16|CHF|DELTA|-9206,83|563
95|EUR|DELTA|-7247,43|376
10|ZAR|DELTA|17582,23|782
5|USD|DELTA|13931,33|632
55|CHF|DELTA|-8984,78|824
44|KOR|DELTA|-5449,79|97
34|ZAR|DELTA|8866,65|844
51|ZAR|DELTA|-4154,20|787
89|EUR|DELTA|5125,39|544
98|JPY|DELTA|-1162,43|409
51|USD|DELTA|8345,61|939
72|KOR|DELTA|5173,17|855
2|CAD|DELTA|5835,67|240
85|USD|DELTA|7879,98|639
60|USD|CURVATURE|6774,59|477
76|GBP|DELTA|-6039,64|204
38|CAD|DELTA|6944,54|196
46|JPY|CURVATURE|18048,25|440
83|USD|DELTA|8205,37|404
37|EUR|DELTA|16412,51|434
72|CHF|DELTA|18471,55|345
86|CHF|DELTA|4413,90|276
71|EUR|DELTA|10234,25|21
83|ZAR|CURVATURE|13909,58|627
63|CHF|DELTA|8646,21|65
57|CHF|DELTA|18204,38|629
41|USD|CURVATURE|5993,29|309
39|ZAR|DELTA|18971,60|191
81|CHF|CURVATURE|-1252,92|476
50|JPY|DELTA|-2552,75|831
36|KOR|DELTA|-6847,01|114
28|JPY|DELTA|-8671,21|364
43|KOR|DELTA|-4121,47|226
35|CAD|DELTA|11709,00|964
59|GBP|DELTA|-859,84|759
70|EUR|DELTA|-6576,91|536
20|ZAR|DELTA|5052,17|151
35|GBP|DELTA|-2902,39|191
78|KOR|DELTA|17897,69|649
57|JPY|DELTA|16524,77|546
57|USD|CURVATURE|-4593,51|898
14|KOR|DELTA|7649,03|193
90|USD|DELTA|11823,81|979
67|KOR|DELTA|2192,86|20
9|USD|DELTA|16052,87|344
21|EUR|DELTA|-6143,31|148
29|JPY|CURVATURE|13026,16|904
7|CAD|DELTA|-2959,54|626
85|JPY|DELTA|14877,50|610
20|GBP|DELTA|8429,09|796
6|KOR|DELTA|10711,63|446
48|GBP|DELTA|1686,15|866
25|KOR|DELTA|8658,51|567
36|KOR|DELTA|3374,35|726
24|KOR|DELTA|-3593,89|948
34|JPY|DELTA|7379,65|590
18|CAD|DELTA|5074,04|989
57|GBP|DELTA|11211,69|925
1|ZAR|DELTA|5758,65|116
61|JPY|CURVATURE|16085,49|31
42|CHF|DELTA|16581,45|930
95|ZAR|DELTA|16498,45|45
49|JPY|DELTA|14932,61|538
72|EUR|DELTA|1790,18|530
47|USD|DELTA|2739,59|455
92|USD|DELTA|11937,54|538
8|EUR|CURVATURE|1022,16|120
76|EUR|DELTA|12468,79|513
64|JPY|DELTA|1325,51|610
27|JPY|DELTA|6093,82|78
94|GBP|DELTA|9555,04|19
40|CAD|DELTA|3504,06|478
26|EUR|DELTA|19563,48|376
16|CHF|DELTA|17199,08|164
3|GBP|DELTA|7953,69|542
51|JPY|DELTA|-5603,96|985
72|JPY|DELTA|4938,85|399
69|USD|DELTA|-336,11|868
32|CAD|DELTA|1824,33|933
55|GBP|DELTA|1332,90|628
28|CHF|DELTA|410,77|495
82|JPY|DELTA|16740,99|36
18|USD|CURVATURE|11129,38|126
35|EUR|CURVATURE|-1386,86|977
97|EUR|DELTA|11367,31|264
70|GBP|DELTA|-5701,70|50
62|JPY|CURVATURE|15671,70|364
33|CHF|DELTA|-7982,82|367
27|EUR|DELTA|1383,12|666
81|KOR|CURVATURE|-3139,11|512
31|JPY|DELTA|-6120,41|43
14|KOR|DELTA|17021,11|145
87|CHF|DELTA|744,26|86
29|CAD|DELTA|7970,08|736
85|JPY|DELTA|-4370,55|221
63|CAD|DELTA|14227,64|730
86|USD|DELTA|-4203,53|204
